id,Species,Order,Family,Genus,Total_suitable_pixels_threshold_1,Total_suitable_pixels_threshold_2,Total_suitable_pixels_threshold_3,Total_range_pixels,Model_prevalence_threshold_1,Model_prevalence_threshold_2,Model_prevalence_threshold_3,Minimum_elevation,Maximum_elevation,Model_prevalence_habitat,Model_prevalence_elevation,Percentage_clip_elevation_only,Percentage_clip_habitat_only,Percentage_clip_habitat_and_elevation,Number_of_habitats,Logistic_upper_outlier,Logistic_lower_outlier,Logistic_lower_outlier_issue,Estimated_model_prevalence_logistic,Red_List_Category,NULL_Issue,Point_Prevalence_T1,Point_Prevalence_T2,Point_Prevalence_T3,Number_of_Validation_Points,Realms
406,Bibimys_torresi,RODENTIA,CRICETIDAE,Bibimys,75291,148995,961831,1221714,0.970863066,0.909235713,0.787280002,0,9000,0.787281152,0.999961493,0.000115043,21.26814913,0.003735653,2,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
407,Bison_bison,CETARTIODACTYLA,BOVIDAE,Bison,0,265,22174222,24266244,0.913799721,0.913799721,0.913788801,180,2750,0.986212441,0.91384892,7.242364025,0.006011915,1.372743999,8,No,No,NA,NA,NT,NA,1,1,1,10,NA
408,Bison_bonasus,CETARTIODACTYLA,BOVIDAE,Bison,5804,14247,744635,764686,1,0.992409957,0.97377878,0,2100,0.973688798,1,0,2.631120226,0,4,No,No,NA,0.88879177,VU,NA,NA,NA,NA,NA,Palearctic
409,Biswamoyopterus_biswasi,RODENTIA,SCIURIDAE,Biswamoyopterus,0,59,33645,349067,0.09655453,0.09655453,0.096385508,100,350,0.903485917,0.133574413,80.71004094,3.7188905,5.932517793,1,No,No,NA,0.446930728,CR,NA,NA,NA,NA,NA,Multi
410,Biswamoyopterus_laoensis,RODENTIA,SCIURIDAE,Biswamoyopterus,0,0,235768,244230,0.965352332,0.965352332,0.965352332,160,1600,0.965673367,0.999711001,0.028899878,3.432663284,0,1,No,No,NA,0.669796018,DD,NA,NA,NA,NA,NA,Indomalayan
411,Blanfordimys_afghanus,RODENTIA,CRICETIDAE,Blanfordimys,79132,0,40752922,41096498,0.993565291,0.991639774,0.991639774,0,9000,0.991612444,0.99993932,0.002732987,0.82995459,0.00880097,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Palearctic
412,Blanfordimys_bucharensis,RODENTIA,CRICETIDAE,Blanfordimys,227533,6031543,106551,12214226,0.521164992,0.502536469,0.008723516,0,1500,0.070566526,0.525874329,6.184301009,51.71508125,41.22826611,1,No,No,NA,0.510641609,LC,NA,NA,NA,NA,NA,Multi
413,Blarina_brevicauda,EULIPOTYPHLA,SORICIDAE,Blarina,4467202,67764213,401877238,474160887,0.999889839,0.99046856,0.847554594,0,9000,0.847504582,0.999889473,0.005001218,15.23348792,0.016053913,3,No,No,NA,NA,LC,NA,0.997959184,0.993877551,0.991836735,490,Nearctic
414,Blarina_carolinensis,EULIPOTYPHLA,SORICIDAE,Blarina,1138185,1270755,81957628,84382458,0.999811691,0.986323283,0.971263814,0,9000,0.971242702,0.999809106,0.002111248,2.854529215,0.021200624,4,No,No,NA,NA,LC,NA,1,1,1,20,Multi
415,Blarina_hylophaga,EULIPOTYPHLA,SORICIDAE,Blarina,667776,2617956,71084982,75132550,0.989860107,0.980972135,0.946127637,0,9000,0.94613583,0.999999687,3.13121905959335e-05,5.38641696,0,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Nearctic
416,Blarinella_griselda,EULIPOTYPHLA,SORICIDAE,Blarinella,0,27165,2842038,41776304,0.068680154,0.068680154,0.068029905,1500,1700,0.674191987,0.103179001,60.61620821,3.5149096,29.06589167,1,No,No,NA,0.188415188,LC,NA,NA,NA,NA,NA,Multi
417,Blarinella_quadraticauda,EULIPOTYPHLA,SORICIDAE,Blarinella,259,64102,1041494,1676947,0.659445409,0.659290961,0.621065544,1500,3300,0.837737226,0.659863627,21.66716821,3.879808392,12.34646905,2,No,No,NA,0.352223656,NT,NA,NA,NA,NA,NA,Palearctic
418,Blarinella_wardi,EULIPOTYPHLA,SORICIDAE,Blarinella,0,2699,5156052,10471801,0.492632643,0.492632643,0.492374903,1600,3000,0.758652476,0.631848839,26.62775731,13.94739365,10.18735875,1,No,No,NA,0.20708744,LC,NA,NA,NA,NA,NA,Multi
419,Blarinomys_breviceps,RODENTIA,CRICETIDAE,Blarinomys,0,60267,22715608,38748066,0.587793853,0.587793853,0.586238498,0,9000,0.586237448,0.999998179,0.000104949,41.37596809,0.000287086,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
420,Blastocerus_dichotomus,CETARTIODACTYLA,CERVIDAE,Blastocerus,11606,9440892,10401466,37612649,0.527853383,0.527544816,0.276541703,100,1000,0.366624301,0.819721428,9.008259805,54.31797251,9.019597409,3,No,No,NA,NA,VU,NA,NA,NA,NA,NA,NA
421,Boneia_bidens,CHIROPTERA,PTEROPODIDAE,Boneia,124519,101463,6209677,12585269,0.511364437,0.50147041,0.493408365,200,1060,0.934054308,0.511712152,44.0645943,1.830378682,4.764190518,3,No,No,NA,0.655132026,VU,NA,NA,NA,NA,NA,Australasia
422,Bos_gaurus,CETARTIODACTYLA,BOVIDAE,Bos,632949,874935,116859128,120482830,0.982438842,0.977185405,0.969923499,0,2800,0.98646607,0.982442054,1.654257124,1.251855524,0.101537487,5,No,No,NA,0.909000289,VU,NA,NA,NA,NA,NA,Multi
423,Bos_javanicus,CETARTIODACTYLA,BOVIDAE,Bos,11779,17598,13873939,13986332,0.994064491,0.993222312,0.991964083,0,2100,0.992000354,0.999987103,0.001289723,0.799964561,0,2,No,No,NA,0.7626976,EN,NA,NA,NA,NA,NA,Multi
424,Bos_mutus,CETARTIODACTYLA,BOVIDAE,Bos,17,0,42950452,47296639,0.90810827,0.90810791,0.90810791,4000,6100,0.949429211,0.93998007,4.132130128,3.187215991,1.869862865,2,Yes,No,NA,0.079395061,VU,NA,NA,NA,NA,NA,Multi
425,Bos_sauveli,CETARTIODACTYLA,BOVIDAE,Bos,622,83,3032184,3040402,0.997528945,0.997324367,0.997297068,0,9000,0.997297068,1,0,0.270293205,0,3,No,No,NA,NA,CR,NA,NA,NA,NA,NA,Indomalayan
426,Boselaphus_tragocamelus,CETARTIODACTYLA,BOVIDAE,Boselaphus,1467656,5267665,198265055,205000909,0.9999974,0.992838134,0.967142321,0,9000,0.96713026,0.999997437,0.001206112,3.285511575,0.001462407,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
427,Brachiones_przewalskii,RODENTIA,MURIDAE,Brachiones,0,6319681,78703514,91849802,0.92567641,0.92567641,0.856871896,0,9000,0.85686327,0.991907072,0.000862572,13.50351763,0.810155326,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Multi
428,Brachylagus_idahoensis,LAGOMORPHA,LEPORIDAE,Brachylagus,777860,22918754,18926956,52556803,0.811000053,0.796199685,0.360123807,113,2560,0.365377258,0.95749939,0.525345095,59.73755824,3.724715931,3,No,No,NA,0.73333656,LC,NA,NA,NA,NA,NA,Nearctic
429,Brachyphylla_cavernarum,CHIROPTERA,PHYLLOSTOMIDAE,Brachyphylla,0,311,925356,1232344,0.75114335,0.75114335,0.750890985,0,9000,0.750627301,0.999987263,0.026368435,24.90962779,0.027642142,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
430,Brachytarsomys_albicauda,RODENTIA,NESOMYIDAE,Brachytarsomys,0,4719,3223854,5626427,0.573822961,0.573822961,0.57298424,450,1875,0.64461407,0.914091038,7.162983001,34.11067974,1.42791323,1,No,No,NA,0.45926099,LC,NA,NA,NA,NA,NA,Afrotropic
431,Brachytarsomys_villosa,RODENTIA,NESOMYIDAE,Brachytarsomys,0,224,279787,863103,0.32442362,0.32442362,0.324164092,1200,2030,0.822611572,0.351005534,49.84474804,2.684144265,15.05469853,1,No,No,NA,0.279899681,VU,NA,NA,NA,NA,NA,Afrotropic
432,Brachyteles_arachnoides,PRIMATES,ATELIDAE,Brachyteles,0,6122,5037696,6543646,0.770796281,0.770796281,0.769860717,0,9000,0.769880965,0.999997603,0.000239652,23.01190354,0,1,No,No,NA,NA,CR,NA,NA,NA,NA,NA,Neotropic
433,Brachyteles_hypoxanthus,PRIMATES,ATELIDAE,Brachyteles,0,6331,4435067,8477865,0.523881661,0.523881661,0.523134893,0,9000,0.523280866,0.999995375,0.000462537,47.67191338,0,1,No,No,NA,NA,CR,NA,NA,NA,NA,NA,Neotropic
434,Brachyuromys_betsileoensis,RODENTIA,NESOMYIDAE,Brachyuromys,0,44,52381,3746988,0.013991238,0.013991238,0.013979495,1900,2600,0.997013432,0.014018242,98.30339372,0.003874672,0.294782105,6,No,No,NA,0.521689341,LC,NA,NA,NA,NA,NA,Afrotropic
435,Brachyuromys_ramirohitra,RODENTIA,NESOMYIDAE,Brachyuromys,0,3520,1770558,5983512,0.296494433,0.296494433,0.29590615,900,2000,0.583544593,0.501825961,28.76384424,20.59198108,21.05355967,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,NA
436,Bradypus_pygmaeus,PILOSA,BRADYPODIDAE,Bradypus,0,0,221,266,0.830827068,0.830827068,0.830827068,0,9000,0.862068966,1,0,13.79310345,0,1,No,No,NA,NA,CR,NA,NA,NA,NA,NA,NA
437,Bradypus_torquatus,PILOSA,BRADYPODIDAE,Bradypus,164654,1082,4207452,6401926,0.683105053,0.657385606,0.657216594,0,1290,0.657970215,0.999402104,0.059789634,34.20297845,0,2,No,No,NA,0.626636483,VU,NA,NA,NA,NA,NA,Neotropic
438,Bradypus_tridactylus,PILOSA,BRADYPODIDAE,Bradypus,0,0,78714235,86081811,0.914411931,0.914411931,0.914411931,0,9000,0.914418656,0.999996083,0.0003917,8.558134442,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
439,Bradypus_variegatus,PILOSA,BRADYPODIDAE,Bradypus,5523182,364577,549794344,820276146,0.677432967,0.670699646,0.67025519,0,2400,0.677537327,0.987431512,0.728213755,31.7176322,0.528635055,2,No,No,NA,0.670493856,LC,NA,0.978571429,0.95,0.95,140,Neotropic
440,Brassomys_albidens,RODENTIA,MURIDAE,Brassomys,2,0,24,7361,0.003532129,0.003260427,0.003260427,2800,3225,0.003191489,0.723404255,0.006893721,72.01438287,27.66646819,2,No,No,NA,0.127258414,DD,NA,NA,NA,NA,NA,Australasia
441,Brucepattersonius_griserufescens,NA,NA,Brucepattersonius,0,892,40482,4309744,0.009600106,0.009600106,0.009393133,1800,2400,0.613109469,0.010680145,60.37163354,0.128701179,38.56035195,1,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Neotropic
442,Brucepattersonius_guarani,RODENTIA,CRICETIDAE,Brucepattersonius,0,975,1306047,1472619,0.887549325,0.887549325,0.88688724,0,9000,0.886744024,1,0,11.32559762,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
443,Brucepattersonius_igniventris,RODENTIA,CRICETIDAE,Brucepattersonius,0,422,1380282,1584195,0.871549273,0.871549273,0.871282891,0,9000,0.87065381,1,0,12.93461904,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
444,Brucepattersonius_iheringi,RODENTIA,CRICETIDAE,Brucepattersonius,1930782,770173,13704785,16781617,0.97760186,0.862548466,0.816654617,0,9000,0.816689041,0.999995327,0.000467263,18.33109592,0,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
445,Brucepattersonius_misionensis,RODENTIA,CRICETIDAE,Brucepattersonius,0,1287,1393704,1560648,0.893853707,0.893853707,0.893029049,0,9000,0.893032838,1,0,10.69671616,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
446,Brucepattersonius_paradisus,RODENTIA,CRICETIDAE,Brucepattersonius,0,50728,1622561,1949139,0.858475973,0.858475973,0.832450123,0,9000,0.832133145,1,0,16.78668555,0,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Neotropic
447,Brucepattersonius_soricinus,RODENTIA,CRICETIDAE,Brucepattersonius,0,11140,7223296,9313419,0.776775532,0.776775532,0.775579409,0,2000,0.777136737,0.998103822,0.155732843,22.25244131,0.033884991,1,No,No,NA,0.680485803,DD,NA,NA,NA,NA,NA,Neotropic
448,Bubalus_arnee,CETARTIODACTYLA,BOVIDAE,Bubalus,1222,37293,1116401,1154916,1,0.998941914,0.966651254,0,1500,0.966593335,1,0,3.340666504,0,4,No,No,NA,0.924599191,EN,NA,NA,NA,NA,NA,Indomalayan
449,Bubalus_depressicornis,CETARTIODACTYLA,BOVIDAE,Bubalus,0,0,5448047,8303320,0.656128753,0.656128753,0.656128753,0,1000,0.945781545,0.705513263,28.9652792,4.938450924,0.483394549,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,NA
450,Bubalus_mindorensis,CETARTIODACTYLA,BOVIDAE,Bubalus,0,0,6088,6093,0.999179386,0.999179386,0.999179386,200,1800,1,1,0,0,0,3,No,No,NA,0.881372097,CR,NA,NA,NA,NA,NA,Indomalayan
451,Bubalus_quarlesi,CETARTIODACTYLA,BOVIDAE,Bubalus,0,0,5425399,5778980,0.938816019,0.938816019,0.938816019,0,2300,0.95210005,0.986826089,1.31739111,4.789994993,0,1,No,No,NA,0.790827169,EN,NA,NA,NA,NA,NA,Australasia
452,Budorcas_taxicolor,CETARTIODACTYLA,BOVIDAE,Budorcas,63503,86122,25253728,41641004,0.610056208,0.608531197,0.606462995,1000,4000,0.969983339,0.610872664,36.35203442,0.440966895,2.560699191,3,No,No,NA,0.680628707,VU,NA,NA,NA,NA,NA,Multi
453,Bullimus_bagobus,RODENTIA,MURIDAE,Bullimus,0,0,4661557,9829669,0.474233364,0.474233364,0.474233364,200,1800,0.852215106,0.538675964,37.79817412,6.444259999,8.334229449,1,No,No,NA,0.644667773,LC,NA,NA,NA,NA,NA,Indomalayan
454,Bullimus_gamay,RODENTIA,MURIDAE,Bullimus,0,0,1187,3769,0.314937649,0.314937649,0.314937649,1000,1475,1,0.313929314,68.60706861,0,0,1,No,No,NA,0.419908122,VU,NA,NA,NA,NA,NA,Indomalayan
455,Bullimus_luzonicus,RODENTIA,MURIDAE,Bullimus,10714,191882,2287088,3276687,0.759817462,0.756547696,0.697987937,200,2400,0.892378109,0.760791035,19.43901722,6.280309817,4.481879247,3,No,No,NA,0.798153407,LC,NA,NA,NA,NA,NA,Indomalayan
456,Bunolagus_monticularis,LAGOMORPHA,LEPORIDAE,Bunolagus,1094,2601246,1807571,4424733,0.996650193,0.996402947,0.408515271,0,9000,0.40868975,1,0,59.131025,0,1,No,No,NA,NA,CR,NA,NA,NA,NA,NA,Afrotropic
457,Bunomys_andrewsi,RODENTIA,MURIDAE,Bunomys,80163,924935,7206841,9601161,0.855306874,0.846957571,0.750621826,0,1400,0.872049244,0.877624074,12.14274182,12.7002248,0.094850793,2,No,No,NA,0.684913548,LC,NA,NA,NA,NA,NA,Australasia
458,Bunomys_chrysocomus,RODENTIA,MURIDAE,Bunomys,0,0,8962009,13840544,0.647518551,0.647518551,0.647518551,200,2200,0.888505473,0.670135917,24.09869217,2.261736527,8.887716175,1,No,No,NA,0.58956094,LC,NA,NA,NA,NA,NA,Australasia
459,Bunomys_coelestis,RODENTIA,MURIDAE,Bunomys,0,0,5828,11077,0.526135235,0.526135235,0.526135235,1800,2500,0.909412597,0.565463553,38.32773621,3.932831755,5.125908514,1,No,No,NA,0.212374448,EN,NA,NA,NA,NA,NA,Australasia
460,Bunomys_fratrorum,RODENTIA,MURIDAE,Bunomys,0,0,474589,576013,0.823920641,0.823920641,0.823920641,100,1982,0.929920091,0.874841748,10.59994508,5.092110778,1.915880074,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,NA
461,Bunomys_karokophilus,RODENTIA,MURIDAE,Bunomys,106,0,18465,31789,0.584195791,0.580861304,0.580861304,823,1150,0.996306328,0.584338833,41.54450243,0.347752858,0.021614293,2,No,No,NA,0.461534122,DD,NA,NA,NA,NA,NA,Australasia
462,Bunomys_penitus,RODENTIA,MURIDAE,Bunomys,0,0,201361,348327,0.578080367,0.578080367,0.578080367,1400,9000,0.965938766,0.580616839,38.78583993,0.253647225,3.152476143,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Australasia
463,Bunomys_prolatus,RODENTIA,MURIDAE,Bunomys,0,0,63520,64600,0.983281734,0.983281734,0.983281734,0,9000,0.984828256,1,0,1.517174414,0,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Australasia
464,Bunomys_torajae,RODENTIA,MURIDAE,Bunomys,0,0,1115,31790,0.035073923,0.035073923,0.035073923,2500,2600,0.990130767,0.03626943,95.50568447,0.119550743,0.867372523,1,No,No,NA,0.114259274,DD,NA,NA,NA,NA,NA,Australasia
465,Burramys_parvus,DIPROTODONTIA,BURRAMYIDAE,Burramys,12,54366,180,122683,0.444707091,0.444609278,0.001467196,1300,2228,0.001469555,0.736885822,0.000235872,73.5418626,26.31118193,1,No,Yes,Habitat,0.699804435,CR,NA,NA,NA,NA,NA,Australasia
466,Cabassous_centralis,CINGULATA,CHLAMYPHORIDAE,Cabassous,1717263,17495609,42216308,62841762,0.977521604,0.950194824,0.671787465,0,3000,0.672645041,0.997525605,0.08575758,32.57381396,0.161681949,3,No,No,NA,0.853273741,DD,NA,NA,NA,NA,NA,Neotropic
467,Cabassous_chacoensis,CINGULATA,CHLAMYPHORIDAE,Cabassous,61700,8927465,34695677,43779004,0.997849152,0.9964398,0.792518647,0,9000,0.79254525,1,0,20.74547499,0,3,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Neotropic
468,Cabassous_tatouay,CINGULATA,CHLAMYPHORIDAE,Cabassous,26070667,2052219,197435958,225559059,0.999999047,0.884416604,0.875318238,0,9000,0.875248723,0.999999166,0.006951434,12.4680928,0.007034874,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
469,Cabassous_unicinctus,CINGULATA,CHLAMYPHORIDAE,Cabassous,11856177,1398963,805001522,818257169,0.99999938,0.985509832,0.983800146,0,9000,0.983797912,0.999999272,0.000223336,1.619912605,0.000296171,5,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
470,Cacajao_ayresi,PRIMATES,PITHECIIDAE,Cacajao,0,0,434874,525770,0.827118322,0.827118322,0.827118322,0,9000,0.826914762,1,0,17.3085238,0,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
471,Cacajao_calvus,PRIMATES,PITHECIIDAE,Cacajao,0,0,17238926,17556975,0.98188475,0.98188475,0.98188475,0,9000,0.981862782,1,0,1.81372179,0,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
472,Cacajao_hosomi,PRIMATES,PITHECIIDAE,Cacajao,23762,150,5701670,5759485,0.994113536,0.98998782,0.989961776,0,9000,0.98983271,1,0,1.016728984,0,2,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
473,Cacajao_melanocephalus,NA,NA,Cacajao,0,0,37837164,39097766,0.967757697,0.967757697,0.967757697,0,9000,0.967794305,1,0,3.220569508,0,1,No,No,NA,NA,NA,NA,NA,NA,NA,NA,Neotropic
474,Caenolestes_caniventer,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,0,7,610974,1625707,0.375824795,0.375824795,0.375820489,1600,3100,0.565265844,0.600082978,18.94453551,22.42624892,21.04716666,1,No,No,NA,0.430329086,NT,NA,NA,NA,NA,NA,Neotropic
475,Caenolestes_condorensis,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,0,2,6487,6489,1,1,0.999691786,0,9000,1,1,0,0,0,2,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
476,Caenolestes_convelatus,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,0,58,1300500,1881347,0.691290868,0.691290868,0.691260039,1100,4100,0.850531389,0.832986579,15.92713506,14.172654,0.774207068,1,No,No,NA,0.606359307,VU,NA,NA,NA,NA,NA,Neotropic
477,Caenolestes_fuliginosus,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,0,45,7758428,14928159,0.519720684,0.519720684,0.519717669,1600,4000,0.683426137,0.786461343,16.37084679,26.67436737,4.983018923,1,No,No,NA,0.468954482,LC,NA,NA,NA,NA,NA,Neotropic
478,Caenolestes_sangay,PAUCITUBERCULATA,CAENOLESTIDAE,Caenolestes,0,0,62040,72591,0.854651403,0.854651403,0.854651403,0,9000,0.856125971,0.997735116,0.14745676,14.30837134,0.079031592,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
479,Calcochloris_obtusirostris,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,289731,129014,9906857,10327977,0.999770042,0.971717017,0.959225316,0,9000,0.959212275,0.999991649,0.001304037,4.076633285,0.002139166,5,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Afrotropic
480,Calcochloris_tytonis,AFROSORICIDA,CHRYSOCHLORIDAE,Calcochloris,328,22818,2351,25803,0.988140914,0.975429214,0.091113436,0,9000,0.094385432,1,0,90.56145675,0,1,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Afrotropic
481,Callibella_humilis,PRIMATES,CALLITRICHIDAE,Callibella,15991,20372,2095726,2138196,0.997143854,0.98966512,0.980137462,0,9000,0.980316564,1,0,1.968343635,0,3,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Neotropic
482,Callicebus_barbarabrownae,PRIMATES,PITHECIIDAE,Callicebus,31349,4693674,5813853,10932675,0.96397963,0.961112171,0.531786868,0,9000,0.531344172,1,0,46.86558278,0,2,No,No,NA,NA,CR,NA,NA,NA,NA,NA,Neotropic
483,Callicebus_coimbrai,PRIMATES,PITHECIIDAE,Callicebus,1074764,354350,1748323,3217601,0.987517408,0.653490908,0.543362275,0,9000,0.542936599,0.999997563,0.042567653,45.66352875,0.042811382,2,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Neotropic
484,Callicebus_melanochir,PRIMATES,PITHECIIDAE,Callicebus,0,2618,4357253,8465371,0.515024209,0.515024209,0.514714949,0,9000,0.515015519,1,0,48.49844814,0,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
485,Callicebus_nigrifrons,PRIMATES,PITHECIIDAE,Callicebus,0,58706,18512723,43215244,0.429742546,0.429742546,0.428384091,0,9000,0.428357205,0.999998367,0.002688532,57.16142763,0.002851844,1,No,No,NA,NA,NT,NA,NA,NA,NA,NA,Neotropic
486,Callicebus_personatus,PRIMATES,PITHECIIDAE,Callicebus,0,14298,5892216,12426062,0.475332732,0.475332732,0.474182086,0,9000,0.47370331,0.999997476,0.047877593,52.58153895,0.048130039,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,NA
487,Callimico_goeldii,PRIMATES,CALLITRICHIDAE,Callimico,0,0,49060069,50123467,0.978784428,0.978784428,0.978784428,0,9000,0.978784944,1,0,2.121505622,0,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
488,Callistomys_pictus,RODENTIA,ECHIMYIDAE,Callistomys,51408,26,1581839,2268113,0.720102129,0.697436592,0.697425128,0,9000,0.697545338,1,0,30.24546624,0,2,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Neotropic
489,Callithrix_aurita,PRIMATES,CALLITRICHIDAE,Callithrix,0,20053,8409849,14141985,0.596090436,0.596090436,0.594672459,0,9000,0.594906116,0.99999501,0.000498998,40.50938837,0,1,No,No,NA,NA,EN,NA,NA,NA,NA,NA,Neotropic
490,Callithrix_flaviceps,PRIMATES,CALLITRICHIDAE,Callithrix,0,2152,1120853,2168094,0.517968778,0.517968778,0.516976201,0,9000,0.516910135,1,0,48.30898655,0,1,No,No,NA,NA,CR,NA,NA,NA,NA,NA,Neotropic
491,Callithrix_geoffroyi,PRIMATES,CALLITRICHIDAE,Callithrix,752855,102418,2787918,10776161,0.338078746,0.26821574,0.258711614,500,1274,0.634683388,0.338498195,37.5971774,7.978658128,28.55300312,2,No,No,NA,0.302940479,LC,NA,NA,NA,NA,NA,Neotropic
492,Callithrix_jacchus,PRIMATES,CALLITRICHIDAE,Callithrix,12491656,5528449,59725412,78397348,0.991685548,0.832347811,0.761829495,0,9000,0.761852372,0.999994799,0.000520132,23.81476275,0,2,No,No,NA,NA,LC,NA,1,0.933333333,0.933333333,15,Neotropic
493,Callithrix_kuhlii,PRIMATES,CALLITRICHIDAE,Callithrix,16578,1473,1939685,3899807,0.502008433,0.497757453,0.497379742,0,9000,0.497805765,1,0,50.21942351,0,2,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Neotropic
494,Callithrix_penicillata,PRIMATES,CALLITRICHIDAE,Callithrix,31209965,17797115,62286556,112685402,0.987649101,0.710683634,0.552747338,0,9000,0.55282109,1,0,44.71789096,0,2,No,No,NA,NA,LC,NA,0.935483871,0.935483871,0.935483871,31,Neotropic
495,Callosciurus_adamsi,RODENTIA,SCIURIDAE,Callosciurus,0,0,7190556,8029924,0.895469994,0.895469994,0.895469994,0,900,0.960855764,0.93451967,6.538576986,3.904967579,0.009455986,1,No,No,NA,0.68098182,NT,NA,NA,NA,NA,NA,Indomalayan
496,Callosciurus_albescens,RODENTIA,SCIURIDAE,Callosciurus,53764,267639,4481887,4834328,0.993579666,0.982458369,0.927096176,0,9000,0.927279393,0.999993511,0.000648857,7.27206072,0,2,No,No,NA,NA,DD,NA,NA,NA,NA,NA,Indomalayan
497,Callosciurus_baluensis,RODENTIA,SCIURIDAE,Callosciurus,0,0,3638697,4232911,0.859620483,0.859620483,0.859620483,300,9000,0.98721763,0.870023675,12.75971466,1.040319177,0.237917819,1,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Indomalayan
498,Callosciurus_caniceps,RODENTIA,SCIURIDAE,Callosciurus,0,19190087,36105733,55297726,0.999965532,0.999965532,0.652933414,0,2500,0.652990394,0.999965112,0.003488845,34.7009606,0,3,No,No,NA,0.719662829,LC,NA,NA,NA,NA,NA,Multi
499,Callosciurus_erythraeus,RODENTIA,SCIURIDAE,Callosciurus,1735125,44307444,203454081,367008647,0.679811367,0.675083617,0.554357732,200,3000,0.694953989,0.681721076,14.05962574,12.73633444,17.76826667,2,No,No,NA,0.616906709,LC,NA,0.28440367,0.275229358,0.275229358,109,Multi
500,Callosciurus_finlaysonii,RODENTIA,SCIURIDAE,Callosciurus,0,426958,62118869,62547360,0.999975491,0.999975491,0.993149335,0,9000,0.993124902,0.999976054,0.002443287,0.682671897,0.004837874,5,No,No,NA,NA,LC,NA,1,1,1,26,Indomalayan
501,Callosciurus_inornatus,RODENTIA,SCIURIDAE,Callosciurus,0,2052437,21633999,27265175,0.868743223,0.868743223,0.793466354,160,2000,0.877087134,0.8687908,8.362078002,7.532444632,4.75884196,4,No,No,NA,0.735175651,LC,NA,NA,NA,NA,NA,Multi
502,Callosciurus_melanogaster,RODENTIA,SCIURIDAE,Callosciurus,0,0,460439,462240,0.996103756,0.996103756,0.996103756,0,9000,0.996078232,0.999983023,0.002552399,0.387926702,0.004250134,1,No,No,NA,NA,VU,NA,NA,NA,NA,NA,Indomalayan
503,Callosciurus_nigrovittatus,RODENTIA,SCIURIDAE,Callosciurus,588631,2441183,55309644,58340168,0.99998783,0.989898195,0.948054246,0,9000,0.948088734,0.999988171,0.001182893,5.191126634,0,4,No,No,NA,NA,LC,NA,NA,NA,NA,NA,Indomalayan
504,Callosciurus_notatus,RODENTIA,SCIURIDAE,Callosciurus,0,1966471,118961951,122920413,0.983794465,0.983794465,0.967796545,0,1500,0.983730582,0.983800123,1.593403695,1.600357801,0.026584014,5,No,No,NA,0.8091152,LC,NA,0.98989899,0.98989899,0.98989899,99,Multi
